Level,Semester,GPA,Program,English in specialty,Human rights and the fight against corruption,Fundamentals of management,Calculus,Electronics,Fundamentals of computer science,Optical physics,Scientific and technical report writing,Discrete structures,Linear algebra,Probability and statistics,Programming,E-learning,Mutimedia,Advanced programming,Data structures,Logic design,Data communication,System analysis and design,Signals and systems,Operating systems,Software engineering,Computer network,Database system,Modeling and simulation,File organization and processing,Creative thinking,Computer graphics,Artificial intelligence,Information and computer networks security,Computer architecture and organization,Internet technology,Algorithms,Computer architecture,Advanced database systems,Advanced analysis and design of information systems,Concepts of porgramming languages,Genetic algorithms,Pattern recognition,Digital signals processing,Numerical methods,Advanced software engineering,Communication technology,Wireless and mobile networks,Data storage and retrieval,Advanced analysis and design of information systems,Data warehousing,Geographic information systems,Internet applications,Image processing,Advanced multimedia,Parallel processing,Project-1,Computer vision,Machine learning,Advanced computers networks,Selected Topics in information technology,Database design,Management information systems,Data mining,Selected topics in information systems,Neural networks,Knowledge based systems,Project-2,Compilers,Natural language processing,Embedded systems,Virtual reality,Distributed database,Quality assurance of information systems and programming,Output
1,2,2.37,general,94,75,79,78,78,89,55,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,2.54,general,94,75,79,78,78,89,55,pc,pc,pc,pc,pc,pc,pc,67,75,75,80,69,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,2.82,is,94,75,79,78,78,89,55,pc,pc,pc,pc,pc,pc,pc,67,75,75,80,69,100,84,100,88,98,91,79,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,3.01,is,94,75,79,78,78,89,55,pc,pc,pc,pc,pc,pc,pc,67,75,75,80,69,100,84,100,88,98,91,79,84,,99,94,,85,89,,100,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods','Internet applications']"
3,2,3.06,is,94,75,79,78,78,89,55,pc,pc,pc,pc,pc,pc,pc,67,75,75,80,69,100,84,100,88,98,91,79,84,,99,94,,85,89,,100,90,,,,,88,,,,90,89,99,75,75,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,3.14,is,94,75,79,78,78,89,55,pc,pc,pc,pc,pc,pc,pc,67,75,75,80,69,100,84,100,88,98,91,79,84,,99,94,,85,89,,100,90,,,,,88,,,,90,89,99,75,75,,86,,93,,,,,97,88,98,96,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.13,general,82,63,74,84,83,65,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.21,general,82,63,74,84,83,65,59,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,2.67,general,82,63,74,84,83,65,59,pc,pc,pc,pc,pc,pc,pc,81,84,89,99,72,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,2.96,is,82,63,74,84,83,65,59,pc,pc,pc,pc,pc,pc,pc,81,84,89,99,72,93,85,100,90,95,89,94,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,3.1,is,82,63,74,84,83,65,59,pc,pc,pc,pc,pc,pc,pc,81,84,89,99,72,93,85,100,90,95,89,94,80,,94,84,,93,87,,93,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods','Internet applications']"
3,2,3.18,is,82,63,74,84,83,65,59,pc,pc,pc,pc,pc,pc,pc,81,84,89,99,72,93,85,100,90,95,89,94,80,,94,84,,93,87,,93,95,,,,,89,,,,94,85,90,89,90,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,3.24,is,82,63,74,84,83,65,59,pc,pc,pc,pc,pc,pc,pc,81,84,89,99,72,93,85,100,90,95,89,94,80,,94,84,,93,87,,93,95,,,,,89,,,,94,85,90,89,90,,87,,100,,,,,85,98,99,88,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,0.64,general,49,72,71,38,52,50,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.24,general,93,72,71,80,66,74,46,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Logic design ','Data communication
','System analysis and design']"
2,1,1.38,general,93,72,71,80,66,71,46,pc,pc,pc,pc,pc,pc,pc,49,,71,71,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network','File organization and processing
','Creative thinking ']"
2,2,1.74,is,93,72,71,80,66,71,46,pc,pc,pc,pc,pc,pc,pc,68,74,71,71,70,,60,92,68,62,84,73,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,1.8,is,93,72,71,80,66,71,46,pc,pc,pc,pc,pc,pc,pc,68,74,71,71,70,,60,92,68,62,84,73,82,,73,68,,60,75,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Data warehousing
','Geographic information systems','Internet applications']"
3,2,1.85,is,93,72,71,80,66,71,83,pc,pc,pc,pc,pc,pc,pc,68,74,71,71,70,87,60,92,68,62,84,73,82,,73,68,,60,75,,61,,,,,,,,,,71,,67,69,64,,,,,,,,,,,,,,,,,,,,,,"['Database design'
,'Management information systems'
,'Data mining','Advanced analysis and design of information systems
']"
4,1,1.92,is,93,72,71,80,66,71,83,pc,pc,pc,pc,pc,pc,pc,68,74,71,71,70,87,60,92,68,62,84,73,82,,73,68,,60,75,,61,70,,,,,,,,,71,,67,69,64,,,,,,,,,70,79,77,,,,,,,,,,,"['Neural networks','Knowledge based systems
,'Distributed database','Advanced analysis and design of information systems
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,3.09,general,88,79,69,94,91,92,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,3.09,general,88,79,69,94,91,92,79,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,3.18,general,88,79,69,94,91,92,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,3.44,is,88,79,69,94,91,92,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,95,97,97,96,97,95,93,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,3.64,is,88,79,69,94,91,92,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,95,97,97,96,97,95,93,91,,99,86,,94,86,,98,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
3,2,3.48,is,88,79,69,94,91,92,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,95,97,97,96,97,95,93,91,,99,86,,94,86,,98,83,,,,,75,,,,93,98,99,89,94,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,3.54,is,88,79,69,94,91,92,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,95,97,97,96,97,95,93,91,,99,86,,94,86,,98,83,,,,,75,,,,93,98,99,89,94,,100,,96,,,,,96,89,95,97,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.12,general,76,73,74,89,67,78,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.12,general,76,73,74,89,67,78,42,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,1.99,general,76,73,74,89,67,78,42,pc,pc,pc,pc,pc,pc,pc,66,62,46,60,80,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,2.28,is,76,73,74,89,67,78,42,pc,pc,pc,pc,pc,pc,pc,66,62,46,60,80,77,81,95,88,74,65,83,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,2.39,is,76,73,74,89,67,78,42,pc,pc,pc,pc,pc,pc,pc,66,62,46,60,80,77,81,95,88,74,65,83,75,,70,77,,77,80,,91,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
3,2,2.51,is,76,73,74,89,67,78,93,pc,pc,pc,pc,pc,pc,pc,66,62,77,60,80,77,81,95,88,74,65,83,75,,70,77,,77,80,,91,68,,,,,69,,,,86,79,86,65,86,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,2.58,is,76,73,74,89,67,78,93,pc,pc,pc,pc,pc,pc,pc,66,62,77,60,80,77,81,95,88,74,65,83,75,,70,77,,77,80,,91,68,,,,,69,,,,86,79,86,65,86,,86,,96,,,,,79,79,75,87,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.38,general,63,72,69,70,58,68,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.66,general,63,72,69,70,76,68,71,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication']"
2,1,1.69,general,63,72,69,70,76,68,71,pc,pc,pc,pc,pc,pc,pc,58,83,68,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering','Computer network','Modeling and simulation','File organization and processing']"
2,2,2.14,is,63,72,69,70,76,68,71,pc,pc,pc,pc,pc,pc,pc,58,83,68,69,,,76,96,85,,90,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,2.18,is,63,72,69,70,76,68,71,pc,pc,pc,pc,pc,pc,pc,72,83,68,69,60,,76,96,85,72,90,87,73,,80,74,,69,69,,66,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
3,2,2.24,is,63,72,69,70,76,68,71,pc,pc,pc,pc,pc,pc,pc,72,83,68,69,60,74,76,96,85,72,90,87,73,,80,74,,69,69,,66,75,,,,,75,,,,74,78,77,74,73,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,2.36,is,63,72,69,70,76,68,71,pc,pc,pc,pc,pc,pc,pc,72,83,68,69,60,74,76,96,85,72,90,87,73,,80,74,,69,69,,66,75,,,,,75,,,,74,78,77,74,73,,74,,92,,,,,67,92,85,78,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.82,general,70,60,74,79,63,72,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.89,general,70,60,74,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication']"
2,1,2.07,general,70,60,74,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,70,70,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,2.39,is,70,60,74,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,70,70,75,75,,87,89,83,76,79,79,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,2.42,is,70,60,74,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,70,70,75,75,,87,89,83,76,79,79,76,,79,64,,72,79,,75,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
3,2,2.54,is,70,60,74,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,70,70,75,75,,87,89,83,76,79,79,76,,79,64,,72,79,,75,84,,,,,80,,,,78,86,76,76,84,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,2.63,is,70,60,74,79,63,72,71,pc,pc,pc,pc,pc,pc,pc,73,70,70,75,75,,87,89,83,76,79,79,76,,79,64,,72,79,,75,84,,,,,80,,,,78,86,76,76,84,,80,,96,,,,,72,78,81,90,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.14,general,84,74,72,76,73,83,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.22,general,84,74,72,76,73,83,76,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,2.56,general,84,74,72,76,73,83,76,pc,pc,pc,pc,pc,pc,pc,78,80,70,85,75,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,2.89,is,84,74,72,76,73,83,76,pc,pc,pc,pc,pc,pc,pc,78,80,70,85,75,90,81,95,86,96,90,87,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,2.93,is,84,74,72,76,73,83,76,pc,pc,pc,pc,pc,pc,pc,78,80,70,85,75,90,81,95,86,96,90,87,92,,84,81,,82,74,,92,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
3,2,2.95,is,84,74,72,76,73,83,76,pc,pc,pc,pc,pc,pc,pc,78,80,70,85,75,90,81,95,86,96,90,87,92,,84,81,,82,74,,92,85,,,,,66,,,,86,80,89,82,94,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,2.98,is,84,74,72,76,73,83,76,pc,pc,pc,pc,pc,pc,pc,78,80,70,85,75,90,81,95,86,96,90,87,92,,84,81,,82,74,,92,85,,,,,66,,,,86,80,89,82,94,,81,,88,,,,,85,83,89,91,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,3.09,general,88,79,69,94,91,91,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,3.09,general,88,79,69,94,91,91,87,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,3.18,general,88,79,69,94,91,91,87,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,81,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,3.44,is,88,79,69,94,91,91,87,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,81,95,97,97,96,97,95,93,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,3.64,is,88,79,69,94,91,91,87,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,81,95,97,97,96,97,95,93,91,,99,86,,94,86,,98,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
3,2,3.48,is,88,79,69,94,91,91,87,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,81,95,97,97,96,97,95,93,91,,99,86,,94,86,,98,83,,,,,75,,,,93,98,99,89,94,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,3.54,is,88,79,69,94,91,91,87,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,81,95,97,97,96,97,95,93,91,,99,86,,94,86,,98,83,,,,,75,,,,93,98,99,89,94,,100,,96,,,,,96,89,95,97,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,3.09,general,88,79,69,94,91,92,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,3.09,general,88,79,69,94,91,92,79,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,3.18,general,88,79,69,94,91,92,79,pc,pc,pc,pc,pc,pc,pc,69,89,89,99,82,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,3.44,is,88,79,69,94,91,92,79,pc,pc,pc,pc,pc,pc,pc,69,89,89,99,82,95,97,97,96,97,96,93,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,3.64,is,88,79,69,94,91,92,79,pc,pc,pc,pc,pc,pc,pc,69,89,89,99,82,95,97,97,96,97,96,93,91,,98,86,,94,86,,98,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
3,2,3.48,is,88,79,69,94,91,92,79,pc,pc,pc,pc,pc,pc,pc,69,89,89,99,82,95,97,97,96,97,96,93,91,,98,86,,94,86,,98,83,,,,,75,,,,93,97,99,89,94,,,,,,,,,,,,,,,,,,,,,,"['Database design','Advanced multimedia
','Management information systems
',' Project-1 ','Data mining','Selected topics in information systems ']"
4,1,3.54,is,88,79,69,94,91,92,79,pc,pc,pc,pc,pc,pc,pc,69,89,89,99,82,95,97,97,96,97,96,93,91,,98,86,,94,86,,98,83,,,,,75,,,,93,97,99,89,94,,100,,96,,,,,96,89,95,97,,,,,,,,,,"['Neural networks','Knowledge based systems
','Project-2','Distributed database','Quality assurance of information systems and programming
']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,3.09,general,88,78,69,94,91,90,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,3.09,general,88,78,69,94,91,90,79,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,3.18,general,88,78,69,94,91,90,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,3.44,is,88,78,69,94,91,90,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,96,97,97,96,97,95,93,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
3,1,3.64,is,88,78,69,94,91,90,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,96,97,97,96,97,95,93,92,,99,86,,94,87,,98,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Data storage and retrieval
','Advanced analysis and design of information systems ','Data warehousing
','Geographic information systems','Numerical methods',' Internet applications']"
